0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.3820838964262663,0.35543908378128364,0.3735198754110228,0.6408710966333306,0.6135070918233969,0.5838546875819143,0.6647516666041321,0.7560129348595186,0.8537186769116553,0.7639158254664931,0.33985338846649926,0.2344044644879869,0.9509915860858483,0.805312181608355,0.16401664777908048,0.7405101220074006,0.23209620311528234,0.8033149195086272,0.8132811350851094,0.8846139480848538,0.446364482631425,0.7987087435929635,0.3292206858714923,0.5149701309994035,0.3970503781649508
0.9367698081670479,0.7234247968092511,0.4591071825800417,0.6232218974959155,0.17693825539277325,0.5320642847462685,0.2011196485278851,0.7612836928899598,0.1797320208140211,0.0242717757697139,0.18220930567672017,0.7590587545713783,0.17224525876419694,0.9227969005090264,0.4123213678081382,0.32765421814898477,0.1720370283479994,0.856783454377742,0.24851390901215992,0.6195230306832108,0.4061352762132976,0.625628210556209,0.0,0.09696669538897906,0.4068247502379058
0.24342568970929482,0.7268436869457409,0.06397262061086734,0.6377742086645226,0.5901495304273129,0.2516503846911221,0.2173578674114565,0.05881624080252411,0.17662837634355744,0.7199307691148102,0.7634178703544685,0.20541089026354803,0.205101385060439,0.23615661075868025,0.7838046230296136,0.6305580246419691,0.12717493780513994,0.25500544283163334,0.16713901307050022,0.40261674878582143,0.3645735439220925,0.2930209290074677,0.6775133974753784,0.26237045780049206,0.36634307853692527
0.5579478018310491,0.4061413190302818,0.6852844414386811,0.6806005632241501,0.5093820482580059,0.6002743882929633,0.15864657787731995,0.8784860885716053,0.7946160645314994,0.4199640527696994,0.4834590207349164,0.254240211766736,0.179804612205878,0.2630738979498402,0.15911445243544636,0.22666669728999406,0.8601401453870255,0.892721512805765,0.13061954829451672,0.5068494630789276,0.5832994540528913,0.7065230023944664,0.4807240028975083,0.1744450887962461,0.6738874276660256
0.4025176706744859,0.19786201964187278,0.5254630511978735,0.39926229623544196,0.4442074074391036,0.3047889522693066,0.15683477074919913,0.8436700514529026,0.763358740808731,0.4299841744956635,1.0,0.8917868020669643,0.19315014016807625,0.7342377409875052,0.200412480548616,0.262611276783952,0.7177070866379184,0.8639723048420543,0.19655757377303412,0.7313053758862489,0.38063949996058927,0.6121757338777611,0.2690447505989337,0.5925406200260322,0.39394234691444563
0.31707367753016946,0.4878762378026014,0.5407638109614193,0.3674538369234369,0.6414766645091411,0.50324219191366,0.9238316168900788,0.12053953826286738,0.24695970421892538,0.4834635942521904,0.4120558468572311,0.2942115204125291,0.898058002556698,0.11930271922695725,0.34315666864679595,0.365938313147426,0.9508593797506695,0.0884799732222919,0.2177318183001875,0.6003176036751715,0.46452792235772083,0.6645488991375328,0.4041862754767438,0.22185166126044858,0.35778387904729514
0.6584409654872602,0.3464170858725897,0.651973917631971,0.4947463623459213,0.5099047045955263,0.4605868762406778,0.8256485858671069,0.10947617999579952,0.8919204865999326,0.4024047882167412,0.6147096727699247,0.28335089665538665,0.09702584367197219,0.1240524502466268,0.2357714554942399,0.42527383940162833,0.1684891819160089,0.10398090849498477,0.7474952667585081,0.8882014254222732,0.6000784658210647,0.6070716161280445,0.46895516912769125,0.32669769683679384,0.5795889384483607
0.10521485291363852,0.7488769180856957,0.5929983127559894,0.5130581200211222,0.7165624572125621,0.3567292728900985,0.14940356160634868,0.8444573842787377,0.8004531196233191,0.3385313683467475,0.4777709638773955,0.25771374002567476,0.2670438503001879,0.18559872240971553,0.3718877390991927,0.40419817598554875,0.9026736821033453,0.9594789625609159,0.15597844091131818,0.21245552780801746,0.25408731623080694,0.350287509585681,0.3376723873458719,0.44112618161329187,0.5216801052111742
0.8584368809635706,0.1549759873701521,0.11944212306415047,0.27466470742070836,0.5665349798976832,0.3655945702102983,0.8105139152673825,0.7745418389961558,0.854895806231941,0.9176869102392731,0.3745327263302035,0.19887738558968535,0.12307666089881394,0.21637891976516432,0.3086373837567346,0.5819947402693273,0.1461338141045509,0.8403471208601363,0.7153809100415118,0.7581917731684171,0.2951513940512597,0.3198926776143262,0.4961993789346859,0.5726329928848495,0.803905856221595
0.3677554012561458,0.06595196629789296,0.5150902994474685,0.3558389181190502,0.721961360609418,0.3203920406710562,0.28120633293668507,0.8160520788070195,0.8345885032754002,0.6216197017287491,0.41223160410531356,0.8998097012107636,0.21082947350531062,0.9576764007591023,0.9030868132029011,0.6182699281245345,0.9128461909386911,0.9328135812666605,0.15857996423741277,0.18048733536670308,0.4558088770824832,0.4741642520579078,0.635272839597545,0.4063512650355462,0.43129855042297405
