0,1,2,3,4,5,6,7,8
1.022687315940857,1.051667332649231,0.8426865339279175,0.0060895951464772,1.25699782371521,1.1443580389022827,-0.0142711792141199,1.0801169872283936,1.0970509052276611
0.1345934718847274,1.0560020208358765,0.008786373771727,0.9611234664916992,-0.0220922958105802,1.2167510986328125,-0.1695028990507125,1.0166616439819336,0.1456833779811859
0.0494242347776889,0.0491497851908206,-0.2172079086303711,-0.0411133132874965,-0.0023939656093716,0.0471984148025512,-0.1413573920726776,0.0402685329318046,0.0738735124468803
0.8684659004211426,0.8696771264076233,1.0248881578445437,1.0100144147872925,0.0922970101237297,0.01436288934201,0.0326480865478515,0.015776801854372,0.0819570645689964
1.009971261024475,-0.0476477108895778,-0.0871293321251869,1.047761082649231,0.0384845063090324,0.0257435981184244,-0.0219317860901355,1.08986496925354,1.03106951713562
1.081462860107422,1.042066216468811,0.101636029779911,1.0910851955413818,0.1141254529356956,0.9066781401634216,0.9151390194892884,-0.0140780406072735,-0.1070238277316093
0.9959661960601808,1.0224225521087646,0.9787041544914246,0.075227104127407,-0.0345243960618972,1.016232132911682,1.0130888223648071,0.0429002232849597,0.0575886778533458
0.0496011078357696,1.0838980674743652,0.8211138248443604,0.9152932167053224,-0.0891452357172966,1.0364015102386477,1.0038918256759644,1.0843671560287476,0.0539524555206298
0.0852265208959579,-0.0430466420948505,-0.0098011149093508,1.1159727573394775,1.0450671911239624,0.0535602271556854,0.9757148623466492,0.8842576146125793,0.7775659561157227
0.0532538890838623,-0.1011377722024917,1.121487379074097,0.9000520706176758,0.0056857457384467,1.0354273319244385,0.9021375179290771,1.1345696449279783,1.0362221002578735
1.08520770072937,0.0241911262273788,-0.0691438838839531,0.993730902671814,0.1175547614693641,0.0407954268157482,0.0573993325233459,1.0807255506515503,0.8975598812103271
-0.0335409231483936,1.0973280668258667,1.03669011592865,0.0644880756735801,-0.0845457166433334,-0.242226555943489,1.090775728225708,1.1046558618545532,1.0174164772033691
0.9615848064422609,0.9233168363571168,0.9313408732414246,-0.0369240008294582,-0.0432210564613342,0.8453311920166016,0.9908280968666076,0.1310208439826965,-0.1676533073186874
0.93599134683609,0.0495335571467876,1.025334358215332,0.0939074382185936,0.9708145260810852,0.1080444827675819,0.0020542931742966,-0.1285587102174759,0.0044732927344739
1.038551688194275,0.8938441276550293,0.1388717591762542,1.0616466999053955,0.343512624502182,0.911001205444336,1.0211738348007202,-0.0328483469784259,0.1194796115159988
-0.0669507682323455,-0.14020636677742,0.1287162005901336,-0.0758878514170646,-0.0717168897390365,-0.0837334841489791,0.0877917632460594,1.0425307750701904,-0.0835393220186233
0.0531080439686775,-0.0980364680290222,-0.0098311370238661,-0.1224839836359024,0.0087769171223044,0.015872023999691,0.0010645849397405,-0.1582149565219879,0.0567676424980163
